id,main,sub,category,name,lat,lon,street_address,short_desc,tucci_story,tags,source_url,quirk_level,
bagheria_solanto_tonnara_01,Aci Castello,Aci Trezza,shop,Gelateria Lachea,37.5616,15.1613,"Via Provinciale 1, 95021 Aci Trezza CT, Italy",Historic gelateria known for lemon granita and almond brioche.,"Spoons clinking, kids arguing over flavors, and Etna watching from afar.",gelato;local;heritage;dessert,"https://www.google.com/maps?q=37.5616,15.1613",3,
bagheria_villa_aragona_cutò_01,Bronte,Maniace,viewpoint,Belvedere Etna – Strada Maniace,37.81022,14.81594,"SP17 Maniace, 95030 Bronte (CT)",Lookout point over Etna’s western slopes.,"Ash, wind, and the sound of bells from the valley.",viewpoint;hiking;etna;nature,"https://www.google.com/maps?q=37.81022,14.81594",3,
bagheria_villa_cattolica_01,Avola,Borgellusa,restaurant,Trattoria La Prua,36.9105,15.1385,"Lungomare Tremoli 47, 96012 Avola SR, Italy",Family-run restaurant with fresh seafood and local wine.,"Salt, lemon, and laughter at every table.",avola;restaurant;seafood;local;heritage,"https://www.google.com/maps?q=36.9105,15.1385",3,
bagheria_villa_palagonia_01,Avola,Borgellusa,marina,Porticciolo di Borgellusa,36.9104,15.1382,"Lungomare Tremoli, 96012 Avola SR, Italy",Small marina with fishing boats and nearby trattorie.,"Nets drying in the sun, espresso cups balancing on railings.",avola;marina;fishing;local;authentic,"https://www.google.com/maps?q=36.9104,15.1382",3,
bronte_artisan_ceramics_01,Bagheria,Mongerbino,trail,Sentiero Aspra–Mongerbino,38.098,13.523,"SP87 Coastal Path, 90011 Bagheria PA, Italy",Walking trail connecting Aspra and Mongerbino along cliffs.,The Mediterranean mutters encouragement below.,bagheria;trail;hiking;coast;nature,"https://www.google.com/maps?q=38.098,13.523",3,
bronte_belvedere_etna_01,Bronte,Centro Storico,shop,Il Pistacchio (Corica Alfio),37.7879,14.8358,"Viale Catania 62, 95034 Bronte (CT)",Retail shop dedicated to Bronte DOP pistachio products.,Green gold stacked floor to ceiling; temptation in jars and bags.,shop;food;deli;pistachio,https://ilpistacchio.it/en/home-en/,2,
bronte_capizzi_vecchia_annunziata_01,Caltagirone,Centro Storico,shop,Falcone & Passarello Ceramiche,,,"Via Roma 3/5, 95041 Caltagirone (CT)",Traditional ceramics atelier steps from the historic core.,"Clay whistles, shelves of pinecones, and a wink from the potter.",shop;ceramics;heritage,https://it-it.facebook.com/falconepassarello/;https://www.comune.caltagirone.ct.it/it/luoghi/falcone-e-passarello,3,
bronte_capizzi_vecchia_real_collegio_01,Adrano,Centro Storico,landmark,Piazza Umberto I,37.663,14.8332,"Piazza Umberto I, 95031 Adrano CT, Italy","Main square at the heart of Adrano, surrounded by lava-stone palazzi and cafés.","The hum of scooters, espresso cups clinking, and the smell of warm bread from a hidden bakery.",adrano;historic;city-center;heritage;etna-view,https://it.wikipedia.org/wiki/Adrano,4,
bronte_capizzi_vecchia_real_collegio_02,Adrano,Contrada Naviccia,rural,Casa Rurale Naviccia,37.6658,14.826,"Contrada Naviccia, 95031 Adrano CT, Italy",Quiet countryside with olive groves and volcanic soil.,"The air smells of dust, thyme, and slow afternoons.",adrano;countryside;olive;farm;authentic,https://it.wikipedia.org/wiki/Adrano,2,
bronte_centro_museo_carretto_01,Alicudi,Contrada Tonna,church,Chiesa di San Bartolo,38.5491,14.3543,"Contrada Tonna, 98050 Alicudi ME, Italy",Whitewashed 19th-century church dedicated to the island’s patron saint.,"Bells echo across the slopes, answered only by goats.",alicudi;church;heritage;view;island-life,https://it.wikipedia.org/wiki/Alicudi,4,
bronte_centro_pistacchio_store_01,Alicudi,Montagna,heritage,Casa Storica Montagna,38.5503,14.3552,"Montagna, 98050 Alicudi ME, Italy",Abandoned stone dwelling turned summer refuge by artists and hikers.,Where walls remember storms better than words.,alicudi;heritage;island;historic;view,https://it.wikipedia.org/wiki/Alicudi,2,
bronte_chiesa_rosario_01,Augusta,Monte Tauro,church,Chiesa del Monte Tauro,37.249,15.237,"Via Monte Tauro, 96011 Augusta SR, Italy",Small church perched on the hill with panoramic views over the bay.,Wind in the cypress trees sounds suspiciously like grace.,augusta;church;view;heritage;local,"https://it.wikipedia.org/wiki/Augusta,_Sicily",3,
bronte_corso_umberto_01,Bagheria,Centro Storico,church,Chiesa di San Giovanni Bosco,38.0812,13.5099,"Via Consolare 98, 90011 Bagheria PA, Italy",Neoclassical parish church in the town center.,Faith with the smell of marble polish.,bagheria;church;heritage;urban;architecture,https://it.wikipedia.org/wiki/Bagheria,2,
bronte_fontana_cavalieri_01,Butera,Centro Storico,heritage,Centro Storico di Butera,37.191,14.123,"Via Vittorio Emanuele, 93011 Butera CL, Italy",Medieval core with narrow alleys and volcanic stone houses.,Old women on doorsteps trade gossip older than the street itself.,butera;historic;village;heritage;local-life,https://it.wikipedia.org/wiki/Butera,3,
bronte_maniace_castello_nelson_01,Caronia,Centro Storico,church,Chiesa di San Nicolò di Bari,38.0172,14.4669,"Via Roma, 98072 Caronia (ME)","Main parish church built in the Norman period, overlooking the old village.","Stone, incense, and bells echoing through narrow alleys.",church;historic;norman;heritage,https://it.wikipedia.org/wiki/Caronia,4,
bronte_maniace_castello_nelson_02,Castelbuono,Centro Storico,square,Piazza Margherita,37.9332,14.0892,"Piazza Margherita, 90013 Castelbuono (PA)","Main square surrounded by cafés, gelaterias, and old palazzi.",Espresso steam meets church bells — and time politely stops.,square;historic;local-life;heritage,https://it.wikipedia.org/wiki/Castelbuono,2,
bronte_panificio_masaniello_01,Augusta,Brucoli,castle,Castello di Brucoli,37.269,15.1788,"Via Libertà, 96011 Brucoli SR, Italy",Aragonese coastal fort from the 15th century.,Even the seagulls sound noble here.,augusta;castle;heritage;coastal;fortress,https://it.wikipedia.org/wiki/Castello_di_Brucoli,4,
bronte_piazza_spedalieri_01,Caronia,Caronia Superiore,castle,Castello Normanno di Caronia,38.0302,14.4638,"Via Castello, 98072 Caronia (ME)",Ruins of the Norman castle on the ridge with panoramic views.,The wind carries the scent of thyme and old stone.,castle;historic;view;heritage,https://it.wikipedia.org/wiki/Castello_di_Caronia,4,
bronte_pistacchio_gelato_01,Caltanissetta,Centro Storico,castle,Castello di Pietrarossa,37.4808,14.0598,"Viale della Regione, 93100 Caltanissetta (CL)",Ruins of a medieval Norman fortress overlooking the valley.,"Stone skeletons and dry grass, still guarding an invisible kingdom.",castle;heritage;view;norman,https://it.wikipedia.org/wiki/Castello_di_Pietrarossa,4,
bronte_pistacchio_museum_01,Augusta,Isola di Augusta,castle,Castello Svevo di Augusta,37.2359,15.2234,"Via Castello, 96011 Augusta SR, Italy",13th-century fortress built by Frederick II overlooking the harbor.,"Stone, salt, and empire dreams hardened by the wind.",augusta;castle;heritage;frederickII;coastal,https://it.wikipedia.org/wiki/Castello_Svevo_(Augusta),5,
bronte_villa_comunale_01,Caltagirone,Centro Storico,church,Cattedrale di San Giuliano,37.23941,14.51433,"Piazza Municipio, 95041 Caltagirone (CT)",Cathedral rebuilt after the 1693 earthquake with baroque dome.,"Blue tiles, gold altars, and a hush that smells of incense and heat.",church;baroque;cathedral;heritage,https://it.wikipedia.org/wiki/Cattedrale_di_San_Giuliano_(Caltagirone),4,
butera_castello_01,Caltanissetta,Centro Storico,church,Cattedrale di Santa Maria La Nova,37.49092,14.06211,"Piazza Garibaldi, 93100 Caltanissetta (CL)",17th-century baroque cathedral dominating the main square.,"Marble saints stare down at traffic, unamused but patient.",church;baroque;cathedral;heritage,https://it.wikipedia.org/wiki/Cattedrale_di_Santa_Maria_La_Nova_(Caltanissetta),4,
butera_centro_storico_01,Caltagirone,Centro Storico,church,Chiesa di San Francesco d’Assisi all’Immacolata,,,"Piazza San Francesco d’Assisi, 95041 Caltagirone (CT)",Baroque church crowning the old town near the staircase.,"Bells, stucco and a cool nave after the climb.",church;baroque;view,https://it.wikipedia.org/wiki/Chiesa_di_San_Francesco_d%27Assisi_all%27Immacolata_(Caltagirone),3,
butera_chiesa_matrice_01,Butera,Desusino,beach,Spiaggia di Desusino,37.145,14.189,"Contrada Desusino, 93011 Butera CL, Italy",Wide sandy beach with shallow water and dunes.,Barefoot afternoons and time that forgets to count.,butera;beach;relax;summer;quiet,https://it.wikipedia.org/wiki/Desusino,2,
butera_desusino_spiaggia_01,Augusta,Faro Santa Croce,landmark,Faro di Santa Croce,37.228,15.245,"Contrada Santa Croce, 96011 Augusta SR, Italy","Historic lighthouse built in 1859, still guiding ships into the bay.",Light turns water to silver — the sea’s oldest conversation.,augusta;lighthouse;heritage;sea;coastal,https://it.wikipedia.org/wiki/Faro_di_Santa_Croce_(Augusta),4,
butera_falconara_castello_01,Aci Castello,Ficarazzi,neighborhood,Ficarazzi Residential Quarter,37.568,15.1303,"Via Ficarazzi, 95021 Aci Castello CT, Italy",Quiet residential area with citrus gardens and views of Etna.,"Morning espresso, dogs barking in distant courtyards, and sunlight on tiled roofs.",acicastello;residential;local;quiet;etna,https://it.wikipedia.org/wiki/Ficarazzi_(Aci_Castello),2,
butera_museo_civico_01,Caltanissetta,Centro Storico,landmark,Fontana del Tritone,37.49094,14.06216,"Piazza Garibaldi, 93100 Caltanissetta (CL)","Marble fountain of a triton taming a sea monster, built in 1956.","Water arches through the heat, briefly pretending it’s Rome.",landmark;fountain;art;urban,https://it.wikipedia.org/wiki/Fontana_del_Tritone_(Caltanissetta),2,
butera_piano_fiera_01,Acireale,Guardia,village,Piazza di Guardia,37.6218,15.152,"Piazza Guardia, 95024 Acireale CT, Italy",Quiet residential frazione between Etna and the sea.,"A barbershop hums, laundry dries, and Etna’s shadow stretches across tiled roofs.",acireale;residential;authentic;village;etna-view,https://it.wikipedia.org/wiki/Guardia_(Acireale),2,
butera_piano_marina_01,Caronia,Marina di Caronia,beach,Spiaggia di Marina di Caronia,38.0289,14.4714,"Lungomare, 98072 Marina di Caronia (ME)","Pebbly beach stretching along the Tyrrhenian coast, clear water and quiet vibe.",Waves roll against stones that remember ancient ships.,beach;coastal;relax;swimming,https://it.wikipedia.org/wiki/Marina_di_Caronia,3,
butera_santuario_madonna_01,Bagheria,Mongerbino,nature,Scogliera di Mongerbino,38.096,13.535,"SP87 Mongerbino, 90011 Bagheria PA, Italy",Steep cliffs and turquoise water between Aspra and Solanto.,"Cicadas, sunscreen, and grilled peppers on the terrace.",bagheria;coast;cliff;summer;relax,https://it.wikipedia.org/wiki/Mongerbino,3,
butera_torre_del_salto_01,Agrigento,Montaperto,church,Chiesa di San Lorenzo,37.3342,13.5484,"Via Chiesa, 92100 Montaperto AG, Italy",Simple countryside church overlooking olive fields and hills.,"The air smells of figs, and even the dogs nap with reverence.",agrigento;village;heritage;church;authentic,https://it.wikipedia.org/wiki/Montaperto_(Agrigento),2,
caltagirone_centro_storico_bar_del_teatro_01,Bagheria,Monte Catalfano,park,Parco Naturale di Monte Catalfano,38.1087,13.5165,"Contrada Monte Catalfano, 90011 Bagheria PA, Italy",Hillside park with hiking trails and sea views.,"Wind, thyme, and the shimmer of Palermo Bay.",bagheria;park;nature;hiking;viewpoint,https://it.wikipedia.org/wiki/Monte_Catalfano,4,
caltagirone_centro_storico_bottega_tornatore_01,Bagheria,Aspra,museum,Museo dell’Acciuga,38.1046,13.4986,"Via Cotogni 1, 90011 Aspra PA, Italy",Private museum celebrating Sicily’s anchovy tradition.,Where salt and memory age together in tin.,bagheria;museum;heritage;fishing;local-life,https://it.wikipedia.org/wiki/Museo_dell%27Acciuga,4,
caltagirone_centro_storico_caffe_luca_01,Acireale,Pennisi,village,Chiesa di San Giuseppe,37.628,15.1189,"Via Pennisi, 95024 Acireale CT, Italy","Small countryside church in lemon country, surrounded by dry stone walls.",The scent of citrus fills the air; even the pigeons look unhurried.,acireale;village;countryside;citrus;heritage,https://it.wikipedia.org/wiki/Pennisi_(Acireale),2,
caltagirone_centro_storico_ceramiche_alessi_01,Acireale,Centro Storico,museum,Pinacoteca Zelantea,37.6135,15.1608,"Via Marchese di Sangiuliano 17, 95024 Acireale CT, Italy",Civic museum with art from medieval to modern Sicily.,"Dusty frames, faded frescoes, and the slow tick of a forgotten clock.",acireale;museum;art;heritage;baroque,https://it.wikipedia.org/wiki/Pinacoteca_Zelantea,4,
caltagirone_centro_storico_ceramiche_di_martino_01,Augusta,Isola di Augusta,port,Porto di Augusta (civil section),37.2375,15.2205,"Banchina Porto, 96011 Augusta SR, Italy",Major port and naval base; one of Sicily’s busiest harbors.,"Engines, gulls, and the hum of work that never sleeps.",augusta;port;industrial;naval;active,https://it.wikipedia.org/wiki/Porto_di_Augusta,3,
caltagirone_centro_storico_ceramiche_grazia_01,Acireale,Pozzillo,beach,Pozzillo Beach,37.6751,15.1831,"Via Marina, 95024 Pozzillo CT, Italy",Black lava rock beach surrounded by lemon groves.,"Locals dive from the rocks, laughing into the waves like it’s still August.",acireale;beach;volcanic;local;summer,https://it.wikipedia.org/wiki/Pozzillo_(Acireale),3,
caltagirone_centro_storico_ceramiche_terracotta_01,Capo d’Orlando,San Gregorio,beach,Spiaggia di San Gregorio,38.1462,14.7264,"Via Trazzera Marina, 98071 Capo d’Orlando (ME)","Main beach of San Gregorio with pebbles, clear water and bars along the promenade.","Waves slap the stones, children argue over gelato, and the sea doesn’t care.",beach;swimming;coastal;local,https://it.wikipedia.org/wiki/San_Gregorio_(Capo_d%27Orlando),3,
caltagirone_centro_storico_chiesa_s_francesco_01,Acireale,Santa Maria la Scala,harbor,Porticciolo di Santa Maria la Scala,37.6114,15.1691,"Via Marina, 95024 Santa Maria la Scala CT, Italy",Tiny fishing harbor carved from lava rock below Acireale’s cliffs.,"Ropes creak, boats sway, and cats guard the day’s catch.",acireale;harbor;fishing;heritage;authentic,"https://it.wikipedia.org/wiki/Santa_Maria_la_Scala,_Acireale",4,
caltagirone_centro_storico_duomo_san_giuliano_01,Agrigento,Villaggio Mosè,church,Santuario di San Calogero,37.2894,13.583,"Via San Calogero, 92100 Agrigento AG, Italy","Shrine dedicated to Saint Calogero, the town’s patron saint.","Incense, devotion, and the whisper of old prayers in dialect.",agrigento;church;heritage;faith;local,https://it.wikipedia.org/wiki/Santuario_di_San_Calogero_(Agrigento),3,
caltagirone_centro_storico_falcone_passarello_01,Castelbuono,San Guglielmo,church,Santuario di San Guglielmo,37.9282,14.091,"Contrada San Guglielmo, 90013 Castelbuono (PA)",Monastery and pilgrimage site among forested hills.,Fig trees and incense — holiness with a view.,monastery;heritage;forest;spiritual,https://it.wikipedia.org/wiki/Santuario_di_San_Guglielmo_(Castelbuono),3,
caltagirone_centro_storico_museo_ceramica_01,Acireale,Stazzo,village,Piazzetta di Stazzo,37.6391,15.1832,"Piazza Mantova, 95024 Stazzo CT, Italy","Seaside square lined with pastel houses, cafes, and fishermen’s boats.","Coffee cups clatter, sea spray lingers, and the air smells faintly of salt and soap.",acireale;village;seaside;local-life;heritage,https://it.wikipedia.org/wiki/Stazzo_(Acireale),3,
caltagirone_centro_storico_museo_diocesano_01,Bagheria,Solanto,heritage,Tonnara di Solanto,38.0753,13.5391,"Via Castello 10, 90011 Solanto PA, Italy",Historic tuna-processing complex converted into a residence.,"Silent nets, loud history.",bagheria;tonnara;heritage;industrial;seafood,https://it.wikipedia.org/wiki/Tonnara_di_Solanto,4,
caltagirone_centro_storico_panificio_villa_01,Capo d’Orlando,San Gregorio,landmark,Torre Saracena di San Gregorio,38.1466,14.7259,"Via Trazzera Marina, 98071 Capo d’Orlando (ME)",Remains of a medieval watchtower facing the Aeolian horizon.,"Stone and silence, watching centuries of fishermen come and go.",landmark;historic;view;sea,https://it.wikipedia.org/wiki/Torre_di_San_Gregorio_(Capo_d%27Orlando),4,
caltagirone_centro_storico_pasticceria_corum_01,Agrigento,Centro Storico,street,Via Atenea,37.3112,13.5769,"Via Atenea, 92100 Agrigento AG, Italy","Main pedestrian street lined with cafés, boutiques, and balconies dripping with flowers.",Coffee chatter mixes with history older than reason.,agrigento;street;shopping;cafe;heritage,https://it.wikipedia.org/wiki/Via_Atenea,4,
caltagirone_centro_storico_piazza_municipio_01,Bagheria,Centro Storico,villa,Villa Aragona-Cutò,38.0815,13.511,"Via Consolare 105, 90011 Bagheria PA, Italy",Grand villa housing the town library and archives.,"Marble coolness, bureaucratic ghosts, and birdsong.",bagheria;villa;heritage;library;baroque,https://it.wikipedia.org/wiki/Villa_Aragona-Cutò,3,
caltagirone_centro_storico_ponte_san_francesco_01,Bagheria,Centro Storico,villa,Villa San Cataldo,38.0831,13.5101,"Via Papa Giovanni XXIII 8, 90011 Bagheria PA, Italy","18th-century villa with gardens, now a public venue.","A shell of grandeur, still proud in sunlight.",bagheria;villa;heritage;garden;baroque,https://it.wikipedia.org/wiki/Villa_San_Cataldo,3,
caltagirone_centro_storico_sofia_showroom_01,Caltagirone,Piano San Paolo,other,Piano San Paolo (hamlet center),37.15905,14.52581,"Piano San Paolo, 95041 Caltagirone (CT)",Tiny agricultural frazione on the edge of the Santo Pietro woods.,"Dusty crossroads, crates of oranges, and a sky the color of terracotta.",hamlet;agriculture;local-life,https://mapcarta.com/30256752;https://it.wikipedia.org/wiki/Piano_San_Paolo,2,
caltagirone_centro_storico_teatro_politeama_01,Caltanissetta,Centro Storico,museum,Museo Archeologico Regionale,37.4821,14.0614,"Viale della Regione 1, 93100 Caltanissetta (CL)",Museum housing prehistoric finds and Greek pottery.,"Cool halls, terracotta shards, and the hush of 3,000 years.",museum;archaeology;heritage,https://musei.sicilia.it/museo-archeologico-regionale-di-caltanissetta/,3,
caltagirone_centro_storico_trattoria_corona_01,Agrigento,Valle dei Templi,museum,Museo Archeologico Regionale Pietro Griffo,37.293,13.5821,"Contrada San Nicola, 92100 Agrigento AG, Italy",Archaeological museum holding finds from the ancient city of Akragas.,A cracked amphora still smells faintly of olive oil and empire.,agrigento;museum;archaeology;heritage;UNESCO,https://musei.sicilia.it/museo-archeologico-regionale-pietro-griffo/,4,
caltagirone_centro_storico_villa_comunale_01,Adrano,Centro Storico,museum,Museo Regionale di Adrano,37.6636,14.8339,"Via Vittorio Emanuele 142, 95031 Adrano CT, Italy",Local museum housed in a 17th-century monastery with archaeological finds and folk art.,"Old pots, stone tools, and one curator who knows every artifact’s story.",adrano;museum;archaeology;heritage;culture,https://musei.sicilia.it/museo-regionale-di-adrano/,3,
caltagirone_granieri_hamlet_center_01,Caltagirone,Centro Storico,museum,Museo Regionale della Ceramica,37.23326,14.51675,"Via Giardini Pubblici, 95041 Caltagirone (CT)",Regional museum dedicated to Sicilian ceramics inside the public gardens.,"Clay, color, and centuries of stubborn craft under cool trees.",museum;ceramics;heritage;garden,https://museodelleceramichecaltagirone.it/;https://en.wikipedia.org/wiki/Caltagirone#Main_sights,4,
caltagirone_piano_san_paolo_hamlet_center_01,Caltanissetta,Santa Flavia,church,Chiesa di Santa Flavia,37.4886,14.0732,"Via Santa Flavia, 93100 Caltanissetta (CL)",18th-century parish church serving its small neighborhood.,A small bell and the smell of Sunday bread.,church;local;heritage,https://parrocchiasantaflavia.it/,2,
caltagirone_santo_pietro_bosco_01,Capo d’Orlando,Testa di Monaco,beach,Spiaggia di Testa di Monaco,38.1424,14.738,"SP147, 98071 Capo d’Orlando (ME)","Small rocky cove under cliffs, popular for snorkeling.","The sea here breathes slower, like it remembers old sailors.",beach;snorkeling;hidden;coast,https://sicilia.italia.it/it/itinerari/mare/testa-di-monaco/,4,
caltagirone_scala_santa_maria_01,Alicudi,Contrada Bazzina,beach,Spiaggia di Bazzina,38.546,14.349,"Contrada Bazzina, 98050 Alicudi ME, Italy",Secluded pebble beach with crystal water and zero facilities.,The sea hums louder than thought itself.,alicudi;beach;secluded;swimming;nature,https://sicilia.italia.it/it/localita/alicudi,3,
caltanissetta_balate_villa_lizia_01,Avola,Avola Antica,church,Chiesa di San Rocco (ruins),36.9253,15.0837,"Contrada Avola Antica, 96012 Avola SR, Italy",Remains of a small Baroque church overlooking the old town ruins.,Bells that rang once now echo only in the hills.,avola;church;heritage;ruins;historic,https://sicilia.italia.it/it/localita/avola,4,
caltanissetta_centro_storico_bar_amicizia_01,Butera,Centro Storico,castle,Castello di Butera,37.1897,14.1209,"Via Castello, 93011 Butera CL, Italy","Norman fortress overlooking the plain, restored tower and courtyard.","Stone, wind, and the faint echo of feudal arrogance.",butera;castle;heritage;view;architecture,https://siciliainfesta.com/monumenti/castello_di_butera.htm,4,
caltanissetta_centro_storico_castello_pietrarossa_01,Butera,Centro Storico,museum,Museo Civico Archeologico Butera,37.1907,14.124,"Piazza Dante, 93011 Butera CL, Italy",Small archaeological museum with finds from prehistoric to Greek period.,Terracotta fragments whisper of forgotten banquets.,butera;museum;archeology;heritage,https://siciliainfesta.com/monumenti/museo_civico_archeologico_di_butera.htm,3,
caltanissetta_centro_storico_cattedrale_01,Castelbuono,Contrada Liccia,restaurant,Agriturismo Bergi,37.9374,14.0812,"Contrada Liccia, 90013 Castelbuono (PA)",Farm restaurant offering organic dishes and local wine.,"Goats, laughter, and plates that never seem to empty.",restaurant;agriturismo;local;food,https://www.agriturismobergi.it/,3,
caltanissetta_centro_storico_ceramiche_tornatora_01,Caltanissetta,Contrada Mimiani,restaurant,Agriturismo Mimiani,37.4802,14.0467,"Contrada Mimiani, SP5, 93100 Caltanissetta (CL)",Rural restaurant serving homemade Sicilian food and wine.,"Wooden tables, long lunches, and the hum of cicadas.",restaurant;agriturismo;food;local-life,https://www.agriturismomimiani.it/,3,
caltanissetta_centro_storico_fontana_del_tritone_01,Caltanissetta,Sant’Anna,landmark,Ospedale Sant’Anna,37.4925,14.0582,"Via Luigi Monaco 1, 93100 Caltanissetta (CL)",Modern hospital complex east of the historic center.,"Concrete, glass, and the quiet efficiency of survival.",hospital;modern;infrastructure,https://www.asp.cl.it/ospedale-sant-anna-caltanissetta/,1,
caltanissetta_centro_storico_museo_archeologico_01,Bronte,Centro Storico,museum,Museo del Carretto Siciliano “Gullotti”,37.803451,14.807099,"Contrada Cantera, SP 17, 95034 Bronte (CT)","Private collection of painted Sicilian carts, open by appointment.","Sun-cracked paint, horse bells, and stories that refuse to retire.",museum;folk-art;artisan,https://www.carrettigullotti.it/,5,
caltanissetta_centro_storico_piazza_garibaldi_01,Augusta,Monte Tauro,hike,Sentiero di Monte Tauro,37.2495,15.2375,"Monte Tauro, 96011 Augusta SR, Italy",Trail leading to the top ridge; popular with locals for sunset walks.,The sea burns gold and the day sighs its last.,augusta;hiking;view;coastal;authentic,https://www.comune.augusta.sr.it/,3,
caltanissetta_mimiani_agriturismo_01,Bronte,Centro Storico,museum,Museo del Pistacchio,37.78636,14.83462,"Via Messina 57, 95034 Bronte (CT)",Small civic museum documenting pistachio cultivation and trade.,The air smells of roasted nuts and history.,museum;food;agriculture;heritage,https://www.comune.bronte.ct.it/pistacchio/museo.asp,3,
caltanissetta_mimiani_azienda_agricola_01,Butera,Piano della Fiera,heritage,Piano della Fiera,37.1608,14.1459,"Contrada Piano della Fiera, 93011 Butera CL, Italy",Rural plain once used for markets and fairs; still edged by olive trees.,"The ghosts of traders linger, polite but firm.",butera;plain;tradition;market;countryside,https://www.comune.butera.cl.it/,2,
caltanissetta_sant_anna_ospedale_01,Caltagirone,Centro Storico,park,Giardino Pubblico (Villa Comunale),37.23233,14.51773,"Viale Principessa Maria José, 95041 Caltagirone (CT)",19th-century public gardens with ceramic benches and views.,"Shade, tiles and birdsong stitch the hill together.",park;view;ceramics;stroll,https://www.comune.caltagirone.ct.it/it/luoghi/giardino-pubblico;https://it.wikipedia.org/wiki/Giardino_Pubblico_(Caltagirone),3,
caltanissetta_sant_anna_scuola_medica_01,Caltagirone,Granieri,other,Granieri (hamlet center),37.12733,14.57715,"Piazza Centrale, Granieri, 95041 Caltagirone (CT)",Rural hamlet in the vineyards southeast of town.,"Heat, bees, and the low murmur of farm trucks.",hamlet;vineyard;local-life,https://www.comune.caltagirone.ct.it/it/luoghi/granieri,2,
caltanissetta_santa_flavia_chiesa_01,Caltagirone,Centro Storico,landmark,Teatro Politeama,37.23848,14.51359,"Via Vittorio Emanuele 127, 95041 Caltagirone (CT)",19th-century civic theater still used for performances.,Old velvet seats remember every applause and heartbreak.,landmark;theater;heritage;culture,https://www.comune.caltagirone.ct.it/it/luoghi/teatro-politeama,3,
capodorlando_centro_torre_saracena_01,Caltanissetta,Balate,landmark,Villa Amedeo (Parco comunale),37.4931,14.0546,"Viale Luigi Monaco 6, 93100 Caltanissetta (CL)",Public garden and villa used for summer events.,"Shade, laughter, and tired dogs under marble busts.",park;garden;historic;local-life,https://www.comune.caltanissetta.it/it/luoghi/villa-amedeo,3,
capodorlando_piscittina_parco_urbano_01,Capo d’Orlando,Scafa Bassa,neighborhood,Borgo Scafa Bassa,38.1401,14.7203,"Contrada Scafa, 98071 Capo d’Orlando (ME)",Quiet residential zone with small B&Bs and local bakeries.,The smell of bread and salt greets you before the sea does.,neighborhood;local-life;residential,https://www.comune.capodorlando.me.it/,1,
capodorlando_sangregorio_bar_onda_01,Caronia,Centro Storico,landmark,Municipio di Caronia,38.0174,14.4675,"Piazza Roma 2, 98072 Caronia (ME)",Small town hall on the main square of the medieval village.,Whitewashed walls and a clock that’s almost on time.,landmark;municipal;historic,https://www.comune.caronia.me.it/,1,
capodorlando_sangregorio_porto_turistico_01,Castelbuono,Centro Storico,church,Chiesa Matrice Vecchia,37.9333,14.0896,"Via Sant'Anna, 90013 Castelbuono (PA)",13th-century church with Norman-Gothic elements.,The stones whisper Latin while tourists whisper awe.,church;gothic;heritage;norman,https://www.comune.castelbuono.pa.it/,4,
capodorlando_sangregorio_spiaggia_01,Castelbuono,San Guglielmo,landmark,Fontana di San Guglielmo,37.9283,14.0907,"Contrada San Guglielmo, 90013 Castelbuono (PA)",Medieval fountain linked to the town’s patron saint.,"Cold water, moss, and the superstition that it heals regret.",landmark;historic;folk;heritage,https://www.comune.castelbuono.pa.it/,2,
capodorlando_sangregorio_trattoria_da_toto_01,Caltagirone,Centro Storico,museum,Museo Diocesano,37.23919,14.51449,"Piazza Municipio 5, 95041 Caltagirone (CT)",Museum of sacred art attached to the cathedral.,"Velvet, icons, and the quiet pride of centuries of faith.",museum;religious;art;heritage,https://www.diocesicatania.it/cultura/museo-diocesano-caltagirone/,3,
capodorlando_scafabassa_borgo_01,Butera,Centro Storico,church,Chiesa Madre San Tommaso Apostolo,37.1909,14.1231,"Piazza Duomo, 93011 Butera CL, Italy",Main church of Butera with baroque façade and marble interiors.,"Candles flicker, pigeons circle, and faith smells faintly of wax.",butera;church;baroque;heritage;art,https://www.enjoysicilia.it/en/agrigento-area/butera/church-madre-san-tommaso-apostolo/,3,
capodorlando_testadimonaco_beach_01,Butera,Centro Storico,church,Santuario della Madonna delle Grazie,37.1905,14.1217,"Via Duca D’Aosta 2, 93011 Butera CL, Italy",Small sanctuary on the hillside with panoramic views.,The wind carries the Ave Maria down to the valley.,butera;church;heritage;view;spiritual,https://www.enjoysicilia.it/en/agrigento-area/butera/santuario-madonna-delle-grazie/,3,
caronia_centro_storico_chiesa_san_nicolò_01,Bronte,Centro Storico,church,Chiesa del Rosario,37.78674,14.83089,"Via Rosario, 95034 Bronte (CT)",18th-century church with simple lava-stone façade and quiet courtyard.,Candles flicker like pistachio shells in the dark.,church;heritage;architecture;quiet,https://www.enjoysicilia.it/en/catania-etna-area/bronte/church-of-rosario/,3,
caronia_centro_storico_municipio_01,Bronte,Capizzi Vecchia,oddity,Real Collegio Capizzi Courtyard Sundial,37.786936,14.833131,"Corso Umberto 277, 95034 Bronte (CT)",Historic courtyard details and period instruments within the college complex.,A thin shadow marches across stone while the town keeps ordinary time.,oddity;heritage;courtyard,https://www.enjoysicilia.it/en/catania-etna-area/bronte/real-collegio-capizzi-bronte/,2,
